Node Number	X Location (mm)	Y Location (mm)	Z Location (mm)	Stress Intensity (MPa)
3918	900.	1250.	0.	3.6755e-004
3919	900.	1150.	0.	3.8405e-004
3920	850.	1200.	0.	3.6723e-004
3921	900.	1050.	0.	4.0348e-004
3922	900.	950.	0.	4.2638e-004
3923	900.	850.	0.	4.5331e-004
3924	900.	750.	0.	4.849e-004
3925	900.	650.	0.	5.219e-004
3926	900.	550.	0.	5.6539e-004
3927	900.	450.	0.	6.1751e-004
3928	900.	350.	0.	6.7818e-004
3929	850.	400.	0.	6.1883e-004
3930	900.	250.	0.	7.6363e-004
3931	900.	150.	0.	8.0183e-004
3932	850.	100.	0.	7.5859e-004
3933	750.	100.	0.	5.7329e-004
3934	650.	100.	0.	4.7267e-004
3935	550.	100.	0.	4.0135e-004
3936	450.	100.	0.	3.4395e-004
3937	350.	100.	0.	2.9237e-004
3938	250.	100.	0.	2.4072e-004
3939	150.	100.	0.	1.8435e-004
3940	100.	150.	0.	1.6271e-004
3941	100.	250.	0.	1.8499e-004
3942	100.	350.	0.	2.0834e-004
3943	100.	450.	0.	2.301e-004
3944	100.	550.	0.	2.4893e-004
3945	100.	750.	0.	2.7511e-004
3946	100.	650.	0.	2.6409e-004
3947	100.	850.	0.	2.8182e-004
3948	150.	800.	0.	2.8647e-004
3949	100.	950.	0.	2.8432e-004
3950	100.	1050.	0.	2.829e-004
3951	100.	1150.	0.	2.7794e-004
3952	100.	1250.	0.	2.6992e-004
3953	100.	1350.	0.	2.5931e-004
3954	100.	1450.	0.	2.4659e-004
3955	150.	1400.	0.	2.5242e-004
3956	100.	1550.	0.	2.3219e-004
3957	100.	1650.	0.	2.1651e-004
3958	150.	1600.	0.	2.2506e-004
3959	100.	1750.	0.	1.9992e-004
3960	100.	1850.	0.	1.8275e-004
3961	100.	1950.	0.	1.6528e-004
3962	100.	2050.	0.	1.4778e-004
3963	100.	2150.	0.	1.3048e-004
3964	100.	2250.	0.	1.1362e-004
3965	100.	2350.	0.	9.7381e-005
3966	100.	2450.	0.	8.196e-005
3967	100.	2550.	0.	6.7524e-005
3968	100.	2650.	0.	5.4227e-005
3969	150.	2600.	0.	7.0327e-005
3970	100.	2750.	0.	4.2209e-005
3971	100.	2850.	0.	3.1592e-005
3972	150.	2800.	0.	4.636e-005
3973	100.	2950.	0.	2.2488e-005
3974	100.	3050.	0.	1.5022e-005
3975	100.	3150.	0.	9.4068e-006
3976	100.	3250.	0.	6.1381e-006
3977	150.	3200.	0.	1.2241e-005
3978	100.	3350.	0.	5.5782e-006
3979	100.	3450.	0.	6.3952e-006
3980	150.	3400.	0.	4.1053e-006
3981	100.	3550.	0.	7.1412e-006
3982	100.	3650.	0.	7.2982e-006
3983	150.	3600.	0.	6.3962e-006
3984	100.	3750.	0.	6.6015e-006
3985	100.	3850.	0.	4.7027e-006
3986	850.	1800.	0.	2.9775e-004
3987	750.	1800.	0.	2.8141e-004
3988	850.	3000.	0.	1.3637e-004
3989	750.	3000.	0.	1.1932e-004
3990	250.	1600.	0.	2.2996e-004
3991	250.	2800.	0.	6.5781e-005
3992	250.	600.	0.	3.0798e-004
3993	350.	600.	0.	3.4523e-004
3994	750.	2400.	0.	2.1335e-004
3995	250.	2600.	0.	9.0898e-005
3996	250.	3200.	0.	2.3109e-005
3997	150.	400.	0.	2.4519e-004
3998	400.	550.	0.	3.6647e-004
3999	450.	1200.	0.	2.9776e-004
4000	250.	800.	0.	3.0429e-004
4001	150.	600.	0.	2.7353e-004
4002	350.	1600.	0.	2.3972e-004
4003	350.	2800.	0.	8.3877e-005
4004	450.	3400.	0.	2.4147e-005
4005	250.	400.	0.	2.9435e-004
4006	350.	3200.	0.	3.4162e-005
4007	450.	1400.	0.	2.7454e-004
4008	550.	1400.	0.	2.8959e-004
4009	450.	2600.	0.	1.2973e-004
4010	550.	2600.	0.	1.4823e-004
4011	450.	3200.	0.	4.5691e-005
4012	450.	2800.	0.	1.0121e-004
4013	450.	1600.	0.	2.5286e-004
4014	400.	3750.	0.	4.7369e-006
4015	350.	2600.	0.	1.107e-004
4016	1700.	2050.	0.	3.6049e-004
4017	1750.	2000.	0.	3.6049e-004
4018	1700.	1950.	0.	3.6119e-004
4019	1650.	2000.	0.	3.601e-004
4020	1700.	2150.	0.	3.5943e-004
4021	1650.	2100.	0.	3.5831e-004
4022	1750.	2100.	0.	3.6062e-004
4023	1800.1	1950.	0.	3.5938e-004
4024	1850.	2000.	0.	3.5833e-004
4025	1800.	2050.	0.	3.6061e-004
4026	1750.1	1900.	0.	3.6008e-004
4027	1700.	1850.	0.	3.6158e-004
4028	1650.	1900.	0.	3.6153e-004
4029	1750.	2200.	0.	3.6037e-004
4030	1700.	2250.	0.	3.5788e-004
4031	1650.	2200.	0.	3.5607e-004
4032	1800.	2250.	0.	3.6212e-004
4033	1850.	2200.	0.	3.6226e-004
4034	1800.	2150.	0.	3.6155e-004
4035	1800.2	1849.9	0.	3.5791e-004
4036	1850.1	1900.	0.	3.5603e-004
4037	1750.1	1800.	0.	3.5942e-004
4038	1700.	1750.	0.	3.6174e-004
4039	1650.	1800.	0.	3.6269e-004
4040	1750.	2300.	0.	3.5965e-004
4041	1700.	2350.	0.	3.5573e-004
4042	1650.	2300.	0.	3.5325e-004
4043	1800.	2350.	0.	3.622e-004
4044	1850.	2300.	0.	3.6375e-004
4045	1800.3	1749.9	0.	3.5622e-004
4046	1850.1	1800.	0.	3.5355e-004
4047	1750.2	1699.9	0.	3.5855e-004
4048	1700.	1650.	0.	3.6168e-004
4049	1650.	1700.	0.	3.6365e-004
4050	1750.	2400.	0.	3.5831e-004
4051	1700.	2450.	0.	3.5282e-004
4052	1650.	2400.	0.	3.497e-004
4053	1800.	2450.	0.	3.6167e-004
4054	1850.	2400.	0.	3.6478e-004
4055	1800.6	1649.7	0.	3.5428e-004
4056	1850.2	1699.9	0.	3.5089e-004
4057	1750.4	1599.8	0.	3.5743e-004
4058	1700.	1550.	0.	3.6138e-004
4059	1650.	1600.	0.	3.6441e-004
4060	1750.	2500.	0.	3.5622e-004
4061	1700.	2550.	0.	3.4899e-004
4062	1650.	2500.	0.	3.4527e-004
4063	1800.	2550.	0.	3.6034e-004
4064	1850.	2500.	0.	3.652e-004
4065	1800.6	1549.6	0.	3.521e-004
4066	1850.4	1599.8	0.	3.4798e-004
4067	1750.2	1499.8	0.	3.5606e-004
4068	1700.	1450.	0.	3.6076e-004
4069	1650.	1500.	0.	3.6497e-004
4070	1750.	2600.	0.	3.5318e-004
4071	1700.	2650.	0.	3.4404e-004
4072	1650.	2600.	0.	3.3979e-004
4073	1800.	2650.	0.	3.5803e-004
4074	1850.	2600.	0.	3.6485e-004
4075	1800.8	1449.4	0.	3.4949e-004
4076	1850.2	1499.8	0.	3.4481e-004
4077	1750.7	1399.7	0.	3.542e-004
4078	1700.6	1349.9	0.	3.596e-004
4079	1650.	1400.	0.	3.6523e-004
4080	1750.	2700.	0.	3.4899e-004
4081	1700.	2750.	0.	3.3773e-004
4082	1650.	2700.	0.	3.3306e-004
4083	1800.	2750.	0.	3.5448e-004
4084	1850.	2700.	0.	3.6349e-004
4085	1801.7	1349.3	0.	3.4622e-004
4086	1851.2	1399.5	0.	3.4099e-004
4087	1751.7	1299.5	0.	3.5163e-004
4088	1701.1	1249.9	0.	3.5772e-004
4089	1650.6	1299.9	0.	3.6497e-004
4090	1750.	2800.	0.	3.4338e-004
4091	1700.	2850.	0.	3.2981e-004
4092	1650.	2800.	0.	3.2484e-004
4093	1800.	2850.	0.	3.494e-004
4094	1850.	2800.	0.	3.6087e-004
4095	1802.	1249.3	0.	3.422e-004
4096	1852.3	1299.4	0.	3.3647e-004
4097	1751.5	1199.7	0.	3.483e-004
4098	1800.9	1149.7	0.	3.373e-004
4099	1852.1	1199.6	0.	3.3122e-004
4100	1700.6	1150.	0.	3.5496e-004
4101	1650.6	1200.	0.	3.6405e-004
4102	1750.	2900.	0.	3.3605e-004
4103	1700.	2950.	0.	3.1996e-004
4104	1650.	2900.	0.	3.149e-004
4105	1800.	2950.	0.	3.4241e-004
4106	1850.	2900.	0.	3.5664e-004
4107	1750.	1100.	0.	3.4396e-004
4108	1800.	1050.	0.	3.3083e-004
4109	1850.8	1100.1	0.	3.2492e-004
4110	1700.	1050.	0.	3.5066e-004
4111	1650.	1100.	0.	3.6211e-004
4112	1750.	3000.	0.	3.2663e-004
4113	1700.	3050.	0.	3.0782e-004
4114	1650.	3000.	0.	3.0292e-004
4115	1800.	3050.	0.	3.3306e-004
4116	1850.	3000.	0.	3.5038e-004
4117	1750.	1000.	0.	3.3755e-004
4118	1800.	950.	0.	3.2213e-004
4119	1850.	1000.	0.	3.1684e-004
4120	1700.	950.	0.	3.4411e-004
4121	1650.	1000.	0.	3.5838e-004
4122	1750.	3100.	0.	3.1467e-004
4123	1699.9	3150.1	0.	2.9295e-004
4124	1650.	3100.	0.	2.8857e-004
4125	1800.	3150.	0.	3.2081e-004
4126	1850.	3100.	0.	3.4154e-004
4127	1750.	900.	0.	3.2869e-004
4128	1800.	850.	0.	3.1085e-004
4129	1850.	900.	0.	3.0654e-004
4130	1700.	850.	0.	3.3459e-004
4131	1650.	900.	0.	3.522e-004
4132	1749.9	3200.1	0.	2.9964e-004
4133	1699.8	3250.2	0.	2.7486e-004
4134	1649.9	3200.1	0.	2.7146e-004
4135	1800.	3250.	0.	3.0498e-004
4136	1850.	3200.	0.	3.2947e-004
4137	1750.	800.	0.	3.1674e-004
4138	1800.	750.	0.	2.9664e-004
4139	1850.	800.	0.	2.9386e-004
4140	1700.	750.	0.	3.2125e-004
4141	1650.	800.	0.	3.4257e-004
4142	1749.9	3300.1	0.	2.809e-004
4143	1699.6	3350.3	0.	2.53e-004
4144	1649.9	3300.1	0.	2.5119e-004
4145	1800.	3350.	0.	2.8479e-004
4146	1850.	3300.	0.	3.1332e-004
4147	1750.	700.	0.	3.0114e-004
4148	1850.	700.	0.	2.7886e-004
4149	1800.	650.	0.	2.7963e-004
4150	1650.	700.	0.	3.2836e-004
4151	1700.	650.	0.	3.0343e-004
4152	1749.7	3400.2	0.	2.5776e-004
4153	1649.2	3400.7	0.	2.2705e-004
4154	1699.7	3450.2	0.	2.2715e-004
4155	1850.	3400.	0.	2.9211e-004
4156	1800.	3450.	0.	2.5944e-004
4157	1900.	3250.	0.	3.3716e-004
4158	1900.	3350.	0.	3.1974e-004
4159	1950.	3300.	0.	3.4824e-004
4160	1950.	3200.	0.	3.606e-004
4161	1900.	3150.	0.	3.4974e-004
4162	1950.	3000.	0.	3.7369e-004
4163	1900.	2950.	0.	3.6441e-004
4164	1900.	3050.	0.	3.5854e-004
4165	1950.	2800.	0.	3.7692e-004
4166	1900.	2750.	0.	3.6984e-004
4167	1900.	2850.	0.	3.68e-004
4168	1950.	2600.	0.	3.745e-004
4169	1900.	2550.	0.	3.6973e-004
4170	1900.	2650.	0.	3.7031e-004
4171	1950.	2400.	0.	3.6892e-004
4172	1900.	2350.	0.	3.6638e-004
4173	1900.	2450.	0.	3.6836e-004
4174	1900.	2150.	0.	3.6119e-004
4175	1950.	2200.	0.	3.6169e-004
4176	1900.	2250.	0.	3.6395e-004
4177	1900.	2050.	0.	3.582e-004
4178	1950.	2100.	0.	3.5774e-004
4179	1850.	2100.	0.	3.6043e-004
4180	1900.	1950.	0.	3.5503e-004
4181	1950.	2000.	0.	3.5367e-004
4182	1950.	1800.	0.	3.4526e-004
4183	1900.	1850.	0.	3.5171e-004
4184	1900.	1750.	0.	3.4825e-004
4185	1900.	1550.	0.	3.4069e-004
4186	1950.	1600.	0.	3.3638e-004
4187	1900.	1650.	0.	3.446e-004
4188	1900.6	1449.9	0.	3.3631e-004
4189	1950.	1500.	0.	3.3157e-004
4190	1951.2	1400.	0.	3.2616e-004
4191	1901.8	1349.6	0.	3.3125e-004
4192	1950.	1000.	0.	2.9692e-004
4193	1900.8	1050.1	0.	3.1094e-004
4194	1900.	950.	0.	3.0127e-004
4195	1900.	750.	0.	2.761e-004
4196	1950.	800.	0.	2.7423e-004
4197	1900.	850.	0.	2.8957e-004
4198	1900.	650.	0.	2.6165e-004
4199	1950.	700.	0.	2.6134e-004
4200	1600.	650.	0.	3.3348e-004
4201	1550.	700.	0.	3.6011e-004
4202	1600.	750.	0.	3.4967e-004
4203	1750.	600.	0.	2.819e-004
4204	1850.	600.	0.	2.6244e-004
4205	1800.	550.	0.	2.6107e-004
4206	1650.	600.	0.	3.0854e-004
4207	1700.	550.	0.	2.8122e-004
4208	1600.	1150.	0.	3.712e-004
4209	1550.	1100.	0.	3.787e-004
4210	1600.	1050.	0.	3.6983e-004
4211	1600.	1250.	0.	3.7129e-004
4212	1550.	1200.	0.	3.7762e-004
4213	1600.	1350.	0.	3.706e-004
4214	1550.	1300.	0.	3.7579e-004
4215	1550.	1500.	0.	3.7112e-004
4216	1600.	1550.	0.	3.6798e-004
4217	1600.	1450.	0.	3.6943e-004
4218	1550.	1700.	0.	3.6598e-004
4219	1600.	1750.	0.	3.6457e-004
4220	1600.	1650.	0.	3.6635e-004
4221	1600.	1950.	0.	3.604e-004
4222	1550.	1900.	0.	3.6035e-004
4223	1600.	1850.	0.	3.626e-004
4224	1600.	2050.	0.	3.5787e-004
4225	1550.	2000.	0.	3.5716e-004
4226	1550.	2100.	0.	3.5358e-004
4227	1600.	2150.	0.	3.549e-004
4228	1550.	2300.	0.	3.4472e-004
4229	1600.	2250.	0.	3.5136e-004
4230	1600.	2350.	0.	3.4713e-004
4231	1600.	2450.	0.	3.4204e-004
4232	1600.	2550.	0.	3.3594e-004
4233	1550.	2500.	0.	3.3262e-004
4234	1600.	2750.	0.	3.1994e-004
4235	1550.	2700.	0.	3.1603e-004
4236	1600.	2650.	0.	3.2864e-004
4237	1600.	2850.	0.	3.0963e-004
4238	1550.	2800.	0.	3.0561e-004
4239	1550.	2900.	0.	2.9352e-004
4240	1600.	2950.	0.	2.9748e-004
4241	1550.	3100.	0.	2.6347e-004
4242	1600.	3050.	0.	2.832e-004
4243	1600.	3150.	0.	2.6652e-004
4244	1599.5	3350.5	0.	2.2447e-004
4245	1550.	3300.	0.	2.2408e-004
4246	1600.	3250.	0.	2.4713e-004
4247	1549.	3400.8	0.	1.9988e-004
4248	1599.5	3450.5	0.	1.9883e-004
4249	1900.	3450.	0.	2.9623e-004
4250	1950.	3400.	0.	3.3035e-004
4251	1900.	550.	0.	2.4822e-004
4252	1950.	600.	0.	2.4911e-004
4253	1600.	550.	0.	3.103e-004
4254	1550.	600.	0.	3.4284e-004
4255	1499.6	3350.3	0.	1.9882e-004
4256	1498.9	3450.9	0.	1.7368e-004
4257	1448.9	3400.7	0.	1.7558e-004
4258	1700.	3550.	0.	1.9683e-004
4259	1750.	3500.	0.	2.2984e-004
4260	1650.	3500.	0.	1.9976e-004
4261	1950.	3500.	0.	3.0525e-004
4262	1900.	3550.	0.	2.6525e-004
4263	1850.	3500.	0.	2.6472e-004
4264	2000.	3250.	0.	3.7118e-004
4265	2050.	3300.	0.	3.8522e-004
4266	2000.	3350.	0.	3.5804e-004
4267	2050.	3200.	0.	3.9243e-004
4268	2000.	3150.	0.	3.7932e-004
4269	2050.	3000.	0.	3.9602e-004
4270	2000.	2950.	0.	3.855e-004
4271	2000.	3050.	0.	3.8378e-004
4272	2050.	2800.	0.	3.9112e-004
4273	2000.	2850.	0.	3.852e-004
4274	2000.	2750.	0.	3.8343e-004
4275	2000.	2550.	0.	3.7692e-004
4276	2050.	2600.	0.	3.819e-004
4277	2000.	2650.	0.	3.8056e-004
4278	2000.	2450.	0.	3.7272e-004
4279	2050.	2500.	0.	3.7643e-004
4280	1950.	2500.	0.	3.7199e-004
4281	2000.	2350.	0.	3.6815e-004
4282	2050.	2400.	0.	3.7065e-004
4283	2000.	2250.	0.	3.6333e-004
4284	2050.	2300.	0.	3.647e-004
4285	1950.	2300.	0.	3.6545e-004
4286	2000.	2150.	0.	3.5837e-004
4287	2050.	2200.	0.	3.5867e-004
4288	2050.	2100.	0.	3.5264e-004
4289	2000.	2050.	0.	3.5333e-004
4290	2000.	1750.	0.	3.38e-004
4291	2050.	1800.	0.	3.3479e-004
4292	2000.	1850.	0.	3.4315e-004
4293	2000.	1650.	0.	3.3275e-004
4294	1950.	1700.	0.	3.4091e-004
4295	2050.	1700.	0.	3.2887e-004
4296	2050.	1600.	0.	3.2289e-004
4297	2000.	1550.	0.	3.2731e-004
4298	2050.6	1400.1	0.	3.1017e-004
4299	2000.6	1450.1	0.	3.2147e-004
4300	2001.6	1350.1	0.	3.1509e-004
4301	2001.7	1149.9	0.	3.0041e-004
4302	2051.6	1200.	0.	2.9548e-004
4303	1952.1	1199.9	0.	3.1346e-004
4304	2001.8	1250.	0.	3.0815e-004
4305	2000.8	1049.9	0.	2.9178e-004
4306	2051.3	1099.6	0.	2.8716e-004
4307	1951.6	1100.	0.	3.0575e-004
4308	2050.	1000.	0.	2.7822e-004
4309	2000.	950.	0.	2.82e-004
4310	2050.	800.	0.	2.5786e-004
4311	2000.	750.	0.	2.595e-004
4312	2000.	850.	0.	2.7101e-004
4313	1850.	500.	0.	2.4708e-004
4314	1950.	500.	0.	2.4042e-004
4315	1900.	450.	0.	2.3958e-004
4316	2000.	550.	0.	2.4091e-004
4317	2050.	600.	0.	2.4063e-004
4318	2000.	650.	0.	2.487e-004
4319	1750.	500.	0.	2.6045e-004
4320	1800.	450.	0.	2.4443e-004
4321	1650.	500.	0.	2.8293e-004
4322	1700.	450.	0.	2.5683e-004
4323	1550.	500.	0.	3.1671e-004
4324	1600.	450.	0.	2.8012e-004
4325	1450.	700.	0.	3.9508e-004
4326	1500.	650.	0.	3.6946e-004
4327	1500.	750.	0.	3.81e-004
4328	1500.	950.	0.	3.882e-004
4329	1450.	900.	0.	3.9922e-004
4330	1550.	900.	0.	3.7615e-004
4331	1500.	850.	0.	3.8655e-004
4332	1500.	1050.	0.	3.874e-004
4333	1450.	1000.	0.	3.9671e-004
4334	1550.	1000.	0.	3.7848e-004
4335	1500.	1150.	0.	3.8516e-004
4336	1450.	1100.	0.	3.9283e-004
4337	1450.	1200.	0.	3.8831e-004
4338	1500.	1250.	0.	3.8215e-004
4339	1500.	1450.	0.	3.7525e-004
4340	1550.	1400.	0.	3.7356e-004
4341	1450.	1400.	0.	3.7886e-004
4342	1500.	1350.	0.	3.7876e-004
4343	1500.	1550.	0.	3.7171e-004
4344	1450.	1500.	0.	3.7427e-004
4345	1500.	1650.	0.	3.6818e-004
4346	1450.	1600.	0.	3.6982e-004
4347	1550.	1600.	0.	3.6859e-004
4348	1450.	1700.	0.	3.6546e-004
4349	1500.	1750.	0.	3.6462e-004
4350	1500.	1950.	0.	3.5704e-004
4351	1450.	1900.	0.	3.5656e-004
4352	1500.	1850.	0.	3.6094e-004
4353	1500.	2050.	0.	3.528e-004
4354	1450.	2000.	0.	3.5177e-004
4355	1450.	2100.	0.	3.4656e-004
4356	1500.	2150.	0.	3.4808e-004
4357	1450.	2300.	0.	3.3428e-004
4358	1500.	2350.	0.	3.3662e-004
4359	1500.	2250.	0.	3.4274e-004
4360	1450.	2700.	0.	2.9821e-004
4361	1500.	2750.	0.	3.0143e-004
4362	1500.	2650.	0.	3.1215e-004
4363	1450.	2900.	0.	2.7219e-004
4364	1500.	2850.	0.	2.8917e-004
4365	1500.	2950.	0.	2.752e-004
4366	1450.	3100.	0.	2.3948e-004
4367	1500.	3150.	0.	2.4148e-004
4368	1500.	3050.	0.	2.5936e-004
4369	1450.	3300.	0.	1.9919e-004
4370	1500.	3250.	0.	2.214e-004
4371	1499.3	3550.6	0.	1.4667e-004
4372	1448.6	3501.3	0.	1.5007e-004
4373	1549.3	3500.6	0.	1.7332e-004
4374	2000.	3550.	0.	3.0938e-004
4375	2050.	3500.	0.	3.5198e-004
4376	2000.	3450.	0.	3.3817e-004
4377	2050.	500.	0.	2.3828e-004
4378	2000.	450.	0.	2.3952e-004
4379	1449.7	3600.5	0.	1.2333e-004
4380	1500.	3650.	0.	1.176e-004
4381	1550.	3600.	0.	1.4412e-004
4382	1750.	3600.	0.	1.963e-004
4383	1700.	3650.	0.	1.6183e-004
4384	1650.	3600.	0.	1.6806e-004
4385	1850.	3600.	0.	2.301e-004
4386	1800.	3650.	0.	1.9054e-004
4387	1800.	3550.	0.	2.2816e-004
4388	1950.	3600.	0.	2.7103e-004
4389	1900.	3650.	0.	2.2562e-004
4390	1398.6	3451.1	0.	1.5142e-004
4391	1399.3	3350.4	0.	1.7539e-004
4392	1348.6	3400.8	0.	1.5355e-004
4393	1399.	3551.2	0.	1.2624e-004
4394	1348.7	3501.2	0.	1.2985e-004
4395	2050.	3600.	0.	3.2075e-004
4396	2000.	3650.	0.	2.6921e-004
4397	2100.	3350.	0.	3.9915e-004
4398	2150.	3400.	0.	4.1751e-004
4399	2100.	3450.	0.	3.8528e-004
4400	2050.	3400.	0.	3.7246e-004
4401	2100.	3250.	0.	4.0632e-004
4402	2150.	3300.	0.	4.2321e-004
4403	2100.	3150.	0.	4.0883e-004
4404	2150.	3200.	0.	4.2401e-004
4405	2100.	3050.	0.	4.081e-004
4406	2150.	3100.	0.	4.2149e-004
4407	2050.	3100.	0.	3.9566e-004
4408	2150.	3000.	0.	4.1671e-004
4409	2100.	2950.	0.	4.0511e-004
4410	2100.	2750.	0.	3.9491e-004
4411	2150.	2800.	0.	4.0312e-004
4412	2100.	2850.	0.	4.0055e-004
4413	2100.	2650.	0.	3.8855e-004
4414	2150.	2700.	0.	3.9519e-004
4415	2050.	2700.	0.	3.8688e-004
4416	2100.	2550.	0.	3.8174e-004
4417	2150.	2600.	0.	3.869e-004
4418	2100.	2450.	0.	3.7467e-004
4419	2150.	2500.	0.	3.7845e-004
4420	2100.	2350.	0.	3.6749e-004
4421	2150.	2400.	0.	3.6998e-004
4422	2100.	2250.	0.	3.603e-004
4423	2150.	2300.	0.	3.6159e-004
4424	2100.	2150.	0.	3.5318e-004
4425	2150.	2200.	0.	3.5335e-004
4426	2100.	2050.	0.	3.4616e-004
4427	2150.	2100.	0.	3.4531e-004
4428	2150.	2000.	0.	3.3748e-004
4429	2050.	2000.	0.	3.4664e-004
4430	2100.	1950.	0.	3.3927e-004
4431	2150.	1800.	0.	3.2245e-004
4432	2100.	1750.	0.	3.258e-004
4433	2100.	1850.	0.	3.3249e-004
4434	2150.	1600.	0.	3.0796e-004
4435	2100.	1650.	0.	3.1914e-004
4436	2100.	1550.	0.	3.1242e-004
4437	2150.	1400.	0.	2.9338e-004
4438	2100.4	1350.	0.	2.9828e-004
4439	2100.	1450.	0.	3.0553e-004
4440	2101.2	1149.7	0.	2.8234e-004
4441	2150.7	1200.	0.	2.7776e-004
4442	2101.1	1250.	0.	2.9054e-004
4443	2100.5	1049.7	0.	2.7371e-004
4444	2150.5	1099.7	0.	2.6949e-004
4445	2100.	950.	0.	2.6456e-004
4446	2150.	1000.	0.	2.6103e-004
4447	2100.	850.	0.	2.5517e-004
4448	2150.	900.	0.	2.5246e-004
4449	2050.	900.	0.	2.6823e-004
4450	2150.	800.	0.	2.4451e-004
4451	2100.	750.	0.	2.4644e-004
4452	2100.	550.	0.	2.3753e-004
4453	2150.	600.	0.	2.3576e-004
4454	2100.	650.	0.	2.3983e-004
4455	2100.	450.	0.	2.4222e-004
4456	2150.	500.	0.	2.3898e-004
4457	1900.	350.	0.	2.4113e-004
4458	1950.	400.	0.	2.3959e-004
4459	1850.	400.	0.	2.3772e-004
4460	1700.	350.	0.	2.3686e-004
4461	1650.	400.	0.	2.5409e-004
4462	1750.	400.	0.	2.4129e-004
4463	1450.	400.	0.	3.2691e-004
4464	1500.	350.	0.	2.7479e-004
4465	1500.	450.	0.	3.1781e-004
4466	1550.	400.	0.	2.8104e-004
4467	1400.	750.	0.	4.1348e-004
4468	1350.	700.	0.	4.308e-004
4469	1400.	650.	0.	4.0984e-004
4470	1400.	850.	0.	4.121e-004
4471	1350.	800.	0.	4.2658e-004
4472	1450.	800.	0.	3.9925e-004
4473	1400.	950.	0.	4.0791e-004
4474	1350.	900.	0.	4.1977e-004
4475	1400.	1050.	0.	4.0229e-004
4476	1350.	1000.	0.	4.1181e-004
4477	1400.	1150.	0.	3.9609e-004
4478	1350.	1100.	0.	4.0356e-004
4479	1400.	1250.	0.	3.8981e-004
4480	1350.	1200.	0.	3.955e-004
4481	1350.	1300.	0.	3.8789e-004
4482	1400.	1350.	0.	3.8371e-004
4483	1450.	1300.	0.	3.8357e-004
4484	1350.	1500.	0.	3.7421e-004
4485	1400.	1550.	0.	3.7237e-004
4486	1400.	1450.	0.	3.779e-004
4487	1400.	1750.	0.	3.6187e-004
4488	1350.	1700.	0.	3.6206e-004
4489	1400.	1650.	0.	3.6707e-004
4490	1400.	1850.	0.	3.5663e-004
4491	1350.	1800.	0.	3.562e-004
4492	1450.	1800.	0.	3.6107e-004
4493	1350.	1900.	0.	3.5026e-004
4494	1400.	1950.	0.	3.5121e-004
4495	1350.	2100.	0.	3.3741e-004
4496	1400.	2050.	0.	3.4543e-004
4497	1400.	2150.	0.	3.3915e-004
4498	1350.	2300.	0.	3.2216e-004
4499	1400.	2350.	0.	3.2444e-004
4500	1400.	2250.	0.	3.322e-004
4501	1350.	2500.	0.	3.033e-004
4502	1400.	2450.	0.	3.1571e-004
4503	1400.	2550.	0.	3.0589e-004
4504	1450.	2500.	0.	3.1854e-004
4505	1400.	2650.	0.	2.9485e-004
4506	1400.	2750.	0.	2.8247e-004
4507	1350.	2700.	0.	2.7986e-004
4508	1350.	2900.	0.	2.5112e-004
4509	1400.	2950.	0.	2.5334e-004
4510	1400.	2850.	0.	2.6867e-004
4511	1400.	3150.	0.	2.1785e-004
4512	1350.	3100.	0.	2.1664e-004
4513	1400.	3050.	0.	2.3642e-004
4514	1400.	3250.	0.	1.9759e-004
4515	1350.	3200.	0.	1.9721e-004
4516	1450.	3200.	0.	2.2033e-004
4517	1350.	3300.	0.	1.7633e-004
4518	1399.7	3650.5	0.	9.9885e-005
4519	1349.3	3601.1	0.	1.0512e-004
4520	1550.	3700.	0.	1.12e-004
4521	1450.	3700.	0.	9.4584e-005
4522	1500.	3750.	0.	8.6416e-005
4523	2150.	3600.	0.	3.8026e-004
4524	2100.	3550.	0.	3.6164e-004
4525	2100.	3650.	0.	3.24e-004
4526	2100.	350.	0.	2.5628e-004
4527	2150.	400.	0.	2.5028e-004
4528	2050.	400.	0.	2.443e-004
4529	1400.	350.	0.	3.2624e-004
4530	1400.	450.	0.	3.721e-004
4531	1350.	400.	0.	3.9408e-004
4532	1650.	3700.	0.	1.3254e-004
4533	1600.	3750.	0.	1.0301e-004
4534	1600.	3650.	0.	1.3791e-004
4535	1750.	3700.	0.	1.5725e-004
4536	1700.	3750.	0.	1.2277e-004
4537	1850.	3700.	0.	1.8764e-004
4538	1800.	3750.	0.	1.4685e-004
4539	1900.	3750.	0.	1.7695e-004
4540	1950.	3700.	0.	2.259e-004
4541	1299.2	3350.4	0.	1.5403e-004
4542	1298.7	3450.9	0.	1.3154e-004
4543	1248.7	3400.8	0.	1.3362e-004
4544	1350.	3700.	0.	7.9535e-005
4545	1400.	3750.	0.	7.2211e-005
4546	2200.	3650.	0.	3.9506e-004
4547	2200.	3550.	0.	4.2292e-004
4548	2250.	3600.	0.	4.5782e-004
4549	2250.	3400.	0.	4.6576e-004
4550	2200.	3450.	0.	4.364e-004
4551	2200.	3350.	0.	4.4172e-004
4552	2200.	3150.	0.	4.3722e-004
4553	2250.	3200.	0.	4.5401e-004
4554	2200.	3250.	0.	4.4132e-004
4555	2200.	3050.	0.	4.3071e-004
4556	2250.	3100.	0.	4.4525e-004
4557	2200.	2950.	0.	4.2265e-004
4558	2250.	3000.	0.	4.3508e-004
