Node Number	X Location (mm)	Y Location (mm)	Z Location (mm)	Stress Intensity (MPa)
1	5000.	4000.	0.	1.5317e-005
2	5000.	0.	0.	1.9817e-003
3	5000.	3900.	0.	6.5479e-006
4	5000.	3800.	0.	2.2237e-005
5	5000.	3700.	0.	3.9009e-005
6	5000.	3600.	0.	5.5909e-005
7	5000.	3500.	0.	7.3133e-005
8	5000.	3400.	0.	9.0784e-005
9	5000.	3300.	0.	1.0883e-004
10	5000.	3200.	0.	1.2713e-004
11	5000.	3100.	0.	1.4547e-004
12	5000.	3000.	0.	1.6362e-004
13	5000.	2900.	0.	1.8135e-004
14	5000.	2800.	0.	1.9844e-004
15	5000.	2700.	0.	2.1475e-004
16	5000.	2600.	0.	2.3014e-004
17	5000.	2500.	0.	2.4456e-004
18	5000.	2400.	0.	2.5798e-004
19	5000.	2300.	0.	2.7043e-004
20	5000.	2200.	0.	2.8196e-004
21	5000.	2100.	0.	2.9268e-004
22	5000.	2000.	0.	3.0274e-004
23	5000.	1900.	0.	3.1232e-004
24	5000.	1800.	0.	3.2165e-004
25	5000.	1700.	0.	3.3101e-004
26	5000.	1600.	0.	3.407e-004
27	5000.	1500.	0.	3.5109e-004
28	5000.	1400.	0.	3.6258e-004
29	5000.	1300.	0.	3.7559e-004
30	5000.	1200.	0.	3.9058e-004
31	5000.	1100.	0.	4.0801e-004
32	5000.	1000.	0.	4.2833e-004
33	5000.	900.	0.	4.5205e-004
34	5000.	800.	0.	4.7969e-004
35	5000.	700.	0.	5.1201e-004
36	5000.	600.	0.	5.5001e-004
37	5000.	500.	0.	5.963e-004
38	5000.	400.	0.	6.5197e-004
39	5000.	300.	0.	7.4171e-004
40	5000.	200.	0.	8.2282e-004
41	5000.	100.	0.	1.2992e-003
42	3500.	4000.	0.	6.9188e-004
43	4900.	4000.	0.	1.2359e-005
44	4800.	4000.	0.	8.6031e-006
45	4700.	4000.	0.	4.1767e-006
46	4600.	4000.	0.	1.0157e-006
47	4500.	4000.	0.	6.3236e-006
48	4400.	4000.	0.	1.2041e-005
49	4300.	4000.	0.	1.7969e-005
50	4200.	4000.	0.	2.4026e-005
51	4100.	4000.	0.	3.0105e-005
52	4000.	4000.	0.	3.6463e-005
53	3900.	4000.	0.	4.2393e-005
54	3800.	4000.	0.	5.2728e-005
55	3700.	4000.	0.	6.139e-005
56	3600.	4000.	0.	1.7818e-004
57	3500.	0.	0.	4.0716e-004
58	3500.	3900.	0.	8.6156e-004
59	3500.	3800.	0.	7.8254e-004
60	3500.	3700.	0.	7.3589e-004
61	3500.	3600.	0.	6.9334e-004
62	3500.	3500.	0.	6.5215e-004
63	3500.	3400.	0.	6.1243e-004
64	3500.	3300.	0.	5.745e-004
65	3500.	3200.	0.	5.3854e-004
66	3500.	3100.	0.	5.0465e-004
67	3500.	3000.	0.	4.7281e-004
68	3500.	2900.	0.	4.4706e-004
69	3500.	2800.	0.	4.2603e-004
70	3500.	2700.	0.	4.0603e-004
71	3500.	2600.	0.	3.8706e-004
72	3500.	2500.	0.	3.6912e-004
73	3500.	2400.	0.	3.522e-004
74	3500.	2300.	0.	3.3626e-004
75	3500.	2200.	0.	3.2126e-004
76	3500.	2100.	0.	3.0719e-004
77	3500.	2000.	0.	2.9401e-004
78	3500.	1900.	0.	2.817e-004
79	3500.	1800.	0.	2.7022e-004
80	3500.	1700.	0.	2.5958e-004
81	3500.	1600.	0.	2.4975e-004
82	3500.	1500.	0.	2.4077e-004
83	3500.	1400.	0.	2.3267e-004
84	3500.	1300.	0.	2.2553e-004
85	3500.	1200.	0.	2.1954e-004
86	3500.	1100.	0.	2.1496e-004
87	3500.	1000.	0.	2.1221e-004
88	3500.	900.	0.	2.1184e-004
89	3500.	800.	0.	2.1459e-004
90	3500.	700.	0.	2.2123e-004
91	3500.	600.	0.	2.3252e-004
92	3500.	500.	0.	2.4902e-004
93	3500.	400.	0.	2.7096e-004
94	3500.	300.	0.	2.9824e-004
95	3500.	200.	0.	3.3045e-004
96	3500.	100.	0.	3.6698e-004
97	3600.	0.	0.	4.0173e-004
98	3700.	0.	0.	3.9549e-004
99	3800.	0.	0.	3.8854e-004
100	3900.	0.	0.	3.8097e-004
101	4000.	0.	0.	3.7288e-004
102	4100.	0.	0.	3.6439e-004
103	4200.	0.	0.	3.556e-004
104	4300.	0.	0.	3.4661e-004
105	4400.	0.	0.	3.3747e-004
106	4500.	0.	0.	3.2822e-004
107	4600.	0.	0.	3.2131e-004
108	4700.	0.	0.	3.083e-004
109	4800.	0.	0.	3.373e-004
110	4900.	0.	0.	5.807e-004
111	6000.	0.	0.	8.6429e-005
112	5100.	0.	0.	7.094e-004
113	5200.	0.	0.	6.1022e-004
114	5300.	0.	0.	4.6413e-004
115	5400.	0.	0.	4.0498e-004
116	5500.	0.	0.	3.5022e-004
117	5600.	0.	0.	3.0484e-004
118	5700.	0.	0.	2.6068e-004
119	5800.	0.	0.	2.1354e-004
120	5900.	0.	0.	1.5788e-004
121	6000.	4000.	0.	2.8404e-007
122	6000.	100.	0.	9.3089e-005
123	6000.	200.	0.	1.1185e-004
124	6000.	300.	0.	1.3946e-004
125	6000.	400.	0.	1.7163e-004
126	6000.	500.	0.	2.0432e-004
127	6000.	600.	0.	2.3387e-004
128	6000.	700.	0.	2.5802e-004
129	6000.	800.	0.	2.7568e-004
130	6000.	900.	0.	2.8667e-004
131	6000.	1000.	0.	2.9136e-004
132	6000.	1100.	0.	2.9043e-004
133	6000.	1200.	0.	2.8471e-004
134	6000.	1300.	0.	2.7504e-004
135	6000.	1400.	0.	2.6218e-004
136	6000.	1500.	0.	2.4685e-004
137	6000.	1600.	0.	2.2964e-004
138	6000.	1700.	0.	2.1108e-004
139	6000.	1800.	0.	1.9163e-004
140	6000.	1900.	0.	1.7167e-004
141	6000.	2000.	0.	1.5156e-004
142	6000.	2100.	0.	1.3161e-004
143	6000.	2200.	0.	1.1209e-004
144	6000.	2300.	0.	9.3232e-005
145	6000.	2400.	0.	7.529e-005
146	6000.	2500.	0.	5.8479e-005
147	6000.	2600.	0.	4.3006e-005
148	6000.	2700.	0.	2.9057e-005
149	6000.	2800.	0.	1.6804e-005
150	6000.	2900.	0.	6.3917e-006
151	6000.	3000.	0.	2.2174e-006
152	6000.	3100.	0.	8.6387e-006
153	6000.	3200.	0.	1.2988e-005
154	6000.	3300.	0.	1.5292e-005
155	6000.	3400.	0.	1.5646e-005
156	6000.	3500.	0.	1.4241e-005
157	6000.	3600.	0.	1.1388e-005
158	6000.	3700.	0.	7.5731e-006
159	6000.	3800.	0.	3.5811e-006
160	6000.	3900.	0.	6.2296e-007
161	5900.	4000.	0.	6.2067e-007
162	5800.	4000.	0.	3.5686e-006
163	5700.	4000.	0.	7.5671e-006
164	5600.	4000.	0.	1.1522e-005
165	5500.	4000.	0.	1.4806e-005
166	5400.	4000.	0.	1.7115e-005
167	5300.	4000.	0.	1.8317e-005
168	5200.	4000.	0.	1.8387e-005
169	5100.	4000.	0.	1.7361e-005
170	2500.	4000.	0.	6.9185e-004
171	3400.	4000.	0.	1.1374e-003
172	3300.	4000.	0.	1.0592e-003
173	3200.	4000.	0.	1.0633e-003
174	3100.	4000.	0.	1.0646e-003
175	3000.	4000.	0.	1.0655e-003
176	2900.	4000.	0.	1.0645e-003
177	2800.	4000.	0.	1.0633e-003
178	2700.	4000.	0.	1.0592e-003
179	2600.	4000.	0.	1.1374e-003
180	2500.	0.	0.	4.0596e-004
181	2500.	100.	0.	3.6575e-004
182	2500.	200.	0.	3.2938e-004
183	2500.	300.	0.	2.9751e-004
184	2500.	400.	0.	2.7071e-004
185	2500.	500.	0.	2.4936e-004
186	2500.	600.	0.	2.3348e-004
187	2500.	700.	0.	2.2276e-004
188	2500.	800.	0.	2.1658e-004
189	2500.	900.	0.	2.1415e-004
190	2500.	1000.	0.	2.1469e-004
191	2500.	1100.	0.	2.175e-004
192	2500.	1200.	0.	2.2204e-004
193	2500.	1300.	0.	2.2792e-004
194	2500.	1400.	0.	2.3489e-004
195	2500.	1500.	0.	2.4282e-004
196	2500.	1600.	0.	2.5161e-004
197	2500.	1700.	0.	2.6124e-004
198	2500.	1800.	0.	2.717e-004
199	2500.	1900.	0.	2.83e-004
200	2500.	2000.	0.	2.9516e-004
201	2500.	2100.	0.	3.0819e-004
202	2500.	2200.	0.	3.2213e-004
203	2500.	2300.	0.	3.37e-004
204	2500.	2400.	0.	3.5284e-004
205	2500.	2500.	0.	3.6967e-004
206	2500.	2600.	0.	3.8753e-004
207	2500.	2700.	0.	4.0643e-004
208	2500.	2800.	0.	4.2637e-004
209	2500.	2900.	0.	4.4735e-004
210	2500.	3000.	0.	4.7292e-004
211	2500.	3100.	0.	5.0473e-004
212	2500.	3200.	0.	5.3861e-004
213	2500.	3300.	0.	5.7456e-004
214	2500.	3400.	0.	6.1248e-004
215	2500.	3500.	0.	6.5218e-004
216	2500.	3600.	0.	6.9335e-004
217	2500.	3700.	0.	7.359e-004
218	2500.	3800.	0.	7.8254e-004
219	2500.	3900.	0.	8.6154e-004
220	2600.	0.	0.	4.1079e-004
221	2700.	0.	0.	4.1463e-004
222	2800.	0.	0.	4.1743e-004
223	2900.	0.	0.	4.1917e-004
224	3000.	0.	0.	4.1982e-004
225	3100.	0.	0.	4.1938e-004
226	3200.	0.	0.	4.1786e-004
227	3300.	0.	0.	4.1529e-004
228	3400.	0.	0.	4.117e-004
229	1000.	4000.	0.	1.5313e-005
230	2400.	4000.	0.	1.7813e-004
231	2300.	4000.	0.	6.1332e-005
232	2200.	4000.	0.	5.2662e-005
233	2100.	4000.	0.	4.2326e-005
234	2000.	4000.	0.	3.6398e-005
235	1900.	4000.	0.	3.0044e-005
236	1800.	4000.	0.	2.3971e-005
237	1700.	4000.	0.	1.792e-005
238	1600.	4000.	0.	1.2e-005
239	1500.	4000.	0.	6.2908e-006
240	1400.	4000.	0.	9.9468e-007
241	1300.	4000.	0.	4.1927e-006
242	1200.	4000.	0.	8.6114e-006
243	1100.	4000.	0.	1.2361e-005
244	1000.	0.	0.	2.2258e-003
245	1000.	3900.	0.	6.538e-006
246	1000.	3800.	0.	2.2218e-005
247	1000.	3700.	0.	3.8982e-005
248	1000.	3600.	0.	5.5878e-005
249	1000.	3500.	0.	7.3088e-005
250	1000.	3400.	0.	9.0728e-005
251	1000.	3300.	0.	1.0876e-004
252	1000.	3200.	0.	1.2705e-004
253	1000.	3100.	0.	1.4537e-004
254	1000.	3000.	0.	1.635e-004
255	1000.	2900.	0.	1.812e-004
256	1000.	2800.	0.	1.9826e-004
257	1000.	2700.	0.	2.1453e-004
258	1000.	2600.	0.	2.2988e-004
259	1000.	2500.	0.	2.4425e-004
260	1000.	2400.	0.	2.576e-004
261	1000.	2300.	0.	2.6996e-004
262	1000.	2200.	0.	2.8139e-004
263	1000.	2100.	0.	2.92e-004
264	1000.	2000.	0.	3.0191e-004
265	1000.	1900.	0.	3.1132e-004
266	1000.	1800.	0.	3.2045e-004
267	1000.	1700.	0.	3.2956e-004
268	1000.	1600.	0.	3.3898e-004
269	1000.	1500.	0.	3.4906e-004
270	1000.	1400.	0.	3.6021e-004
271	1000.	1300.	0.	3.7287e-004
272	1000.	1200.	0.	3.8751e-004
273	1000.	1100.	0.	4.0461e-004
274	1000.	1000.	0.	4.2467e-004
275	1000.	900.	0.	4.4823e-004
276	1000.	800.	0.	4.7587e-004
277	1000.	700.	0.	5.084e-004
278	1000.	600.	0.	5.4698e-004
279	1000.	500.	0.	5.9433e-004
280	1000.	400.	0.	6.5224e-004
281	1000.	300.	0.	7.4462e-004
282	1000.	200.	0.	8.2941e-004
283	1000.	100.	0.	1.2835e-003
284	1100.	0.	0.	5.7119e-004
285	1200.	0.	0.	2.8163e-004
286	1300.	0.	0.	2.7274e-004
287	1400.	0.	0.	2.9996e-004
288	1500.	0.	0.	3.1341e-004
289	1600.	0.	0.	3.2691e-004
290	1700.	0.	0.	3.3872e-004
291	1800.	0.	0.	3.4956e-004
292	1900.	0.	0.	3.5968e-004
293	2000.	0.	0.	3.6915e-004
294	2100.	0.	0.	3.7799e-004
295	2200.	0.	0.	3.8615e-004
296	2300.	0.	0.	3.9358e-004
297	2400.	0.	0.	4.002e-004
298	0.	4000.	0.	2.8387e-007
299	900.	4000.	0.	1.7353e-005
300	800.	4000.	0.	1.8376e-005
301	700.	4000.	0.	1.8305e-005
302	600.	4000.	0.	1.7103e-005
303	500.	4000.	0.	1.4796e-005
304	400.	4000.	0.	1.1514e-005
305	300.	4000.	0.	7.5623e-006
306	200.	4000.	0.	3.5665e-006
307	100.	4000.	0.	6.2039e-007
308	0.	0.	0.	8.7191e-005
309	0.	3900.	0.	6.2269e-007
310	0.	3800.	0.	3.579e-006
311	0.	3700.	0.	7.5684e-006
312	0.	3600.	0.	1.1381e-005
313	0.	3500.	0.	1.4231e-005
314	0.	3400.	0.	1.5633e-005
315	0.	3300.	0.	1.5276e-005
316	0.	3200.	0.	1.297e-005
317	0.	3100.	0.	8.6182e-006
318	0.	3000.	0.	2.1944e-006
319	0.	2900.	0.	6.4177e-006
320	0.	2800.	0.	1.6834e-005
321	0.	2700.	0.	2.9093e-005
322	0.	2600.	0.	4.3049e-005
323	0.	2500.	0.	5.8534e-005
324	0.	2400.	0.	7.536e-005
325	0.	2300.	0.	9.3324e-005
326	0.	2200.	0.	1.1221e-004
327	0.	2100.	0.	1.3178e-004
328	0.	2000.	0.	1.5179e-004
329	0.	1900.	0.	1.7198e-004
330	0.	1800.	0.	1.9204e-004
331	0.	1700.	0.	2.1164e-004
332	0.	1600.	0.	2.3039e-004
333	0.	1500.	0.	2.4786e-004
334	0.	1400.	0.	2.6353e-004
335	0.	1300.	0.	2.7681e-004
336	0.	1200.	0.	2.8702e-004
337	0.	1100.	0.	2.9338e-004
338	0.	1000.	0.	2.9507e-004
339	0.	900.	0.	2.912e-004
340	0.	800.	0.	2.8099e-004
341	0.	700.	0.	2.6382e-004
342	0.	600.	0.	2.3952e-004
343	0.	500.	0.	2.0853e-004
344	0.	400.	0.	1.7219e-004
345	0.	300.	0.	1.332e-004
346	0.	200.	0.	9.436e-005
347	0.	100.	0.	6.7935e-005
348	100.	0.	0.	1.3346e-004
349	200.	0.	0.	1.9749e-004
350	300.	0.	0.	2.5059e-004
351	400.	0.	0.	3.0178e-004
352	500.	0.	0.	3.5478e-004
353	600.	0.	0.	4.1594e-004
354	700.	0.	0.	4.9155e-004
355	800.	0.	0.	6.1767e-004
356	900.	0.	0.	7.5116e-004
357	500.	500.	0.	4.1445e-004
358	500.	600.	0.	4.0427e-004
359	500.	700.	0.	3.8829e-004
360	500.	900.	0.	3.5199e-004
361	500.	1000.	0.	3.35e-004
362	500.	1100.	0.	3.196e-004
363	500.	1300.	0.	2.9328e-004
364	500.	1500.	0.	2.7089e-004
365	500.	1700.	0.	2.4986e-004
366	500.	1800.	0.	2.3925e-004
367	500.	1900.	0.	2.2836e-004
368	500.	2100.	0.	2.0536e-004
369	500.	2300.	0.	1.8039e-004
370	500.	2400.	0.	1.6713e-004
371	500.	2500.	0.	1.5338e-004
372	500.	2700.	0.	1.2465e-004
373	500.	2900.	0.	9.4948e-005
374	500.	3000.	0.	8.0129e-005
375	500.	3100.	0.	6.5622e-005
376	500.	3300.	0.	3.8661e-005
377	500.	3500.	0.	1.9852e-005
378	500.	3600.	0.	1.2212e-005
379	600.	3500.	0.	2.7687e-005
380	500.	400.	0.	4.1375e-004
381	600.	3400.	0.	3.7491e-005
382	600.	3300.	0.	5.0305e-005
383	600.	3200.	0.	6.4563e-005
384	600.	3100.	0.	7.9659e-005
385	600.	3000.	0.	9.5266e-005
386	600.	2900.	0.	1.1108e-004
387	600.	2800.	0.	1.2686e-004
388	600.	2700.	0.	1.4237e-004
389	600.	2500.	0.	1.7202e-004
390	600.	2400.	0.	1.8594e-004
391	600.	2300.	0.	1.9919e-004
392	600.	2200.	0.	2.1176e-004
393	600.	2100.	0.	2.2366e-004
394	600.	2000.	0.	2.3495e-004
395	600.	1900.	0.	2.4572e-004
396	600.	1800.	0.	2.5609e-004
397	600.	1700.	0.	2.6623e-004
398	600.	1600.	0.	2.7637e-004
399	600.	1500.	0.	2.868e-004
400	600.	1300.	0.	3.0999e-004
401	600.	1200.	0.	3.236e-004
402	600.	1100.	0.	3.3914e-004
403	600.	900.	0.	3.7711e-004
404	600.	800.	0.	3.9937e-004
405	600.	700.	0.	4.2272e-004
406	600.	600.	0.	4.4511e-004
407	600.	500.	0.	4.6285e-004
408	400.	700.	0.	3.5428e-004
409	400.	800.	0.	3.4149e-004
410	400.	900.	0.	3.2796e-004
411	400.	1000.	0.	3.147e-004
412	400.	1100.	0.	3.0211e-004
413	400.	1300.	0.	2.7885e-004
414	400.	1500.	0.	2.5689e-004
415	400.	1700.	0.	2.3473e-004
416	400.	1800.	0.	2.2329e-004
417	400.	1900.	0.	2.1154e-004
418	400.	2000.	0.	1.9945e-004
419	400.	2100.	0.	1.8702e-004
420	400.	2200.	0.	1.7427e-004
421	400.	2300.	0.	1.612e-004
422	400.	2400.	0.	1.4786e-004
423	400.	2500.	0.	1.3429e-004
424	400.	2700.	0.	1.0666e-004
425	400.	2900.	0.	7.8974e-005
426	400.	3000.	0.	6.5418e-005
427	400.	3100.	0.	5.2286e-005
428	400.	3300.	0.	2.8219e-005
429	400.	3500.	0.	1.2765e-005
430	400.	3600.	0.	6.7489e-006
431	600.	3600.	0.	1.8561e-005
432	600.	400.	0.	4.6991e-004
433	400.	400.	0.	3.6411e-004
434	300.	3600.	0.	4.4554e-006
435	500.	3700.	0.	5.5892e-006
436	700.	3600.	0.	2.5699e-005
437	700.	3500.	0.	3.6299e-005
438	700.	3400.	0.	4.8873e-005
439	700.	3300.	0.	6.3171e-005
440	700.	3100.	0.	9.4592e-005
441	700.	2900.	0.	1.2766e-004
442	700.	2800.	0.	1.4407e-004
443	700.	2700.	0.	1.601e-004
444	700.	2600.	0.	1.7557e-004
445	700.	2500.	0.	1.9035e-004
446	700.	2300.	0.	2.1759e-004
447	700.	2200.	0.	2.3001e-004
448	700.	2100.	0.	2.4168e-004
449	700.	1900.	0.	2.631e-004
450	700.	1700.	0.	2.8305e-004
451	700.	1600.	0.	2.9305e-004
452	700.	1500.	0.	3.0352e-004
453	700.	1400.	0.	3.1487e-004
454	700.	1300.	0.	3.2755e-004
455	700.	1200.	0.	3.4209e-004
456	700.	1100.	0.	3.5898e-004
457	700.	1000.	0.	3.7866e-004
458	700.	900.	0.	4.0139e-004
459	700.	800.	0.	4.2716e-004
460	700.	700.	0.	4.5544e-004
461	700.	600.	0.	4.849e-004
462	700.	500.	0.	5.1257e-004
463	700.	400.	0.	5.3329e-004
464	500.	300.	0.	3.9651e-004
465	400.	300.	0.	3.4576e-004
466	300.	500.	0.	3.2565e-004
467	300.	700.	0.	3.2204e-004
468	300.	900.	0.	3.0696e-004
469	300.	1000.	0.	2.9796e-004
470	300.	1100.	0.	2.8848e-004
471	300.	1200.	0.	2.7859e-004
472	300.	1300.	0.	2.6824e-004
473	300.	1400.	0.	2.5741e-004
474	300.	1500.	0.	2.4606e-004
475	300.	1700.	0.	2.2186e-004
476	300.	1800.	0.	2.0911e-004
477	300.	1900.	0.	1.9602e-004
478	300.	2100.	0.	1.6912e-004
479	300.	2200.	0.	1.5548e-004
480	300.	2300.	0.	1.418e-004
481	300.	2500.	0.	1.1461e-004
482	300.	2700.	0.	8.8072e-005
483	300.	2900.	0.	6.2726e-005
484	300.	3000.	0.	5.0711e-005
485	300.	3100.	0.	3.9285e-005
486	300.	3300.	0.	1.8823e-005
487	300.	3400.	0.	1.2019e-005
488	300.	3500.	0.	6.4119e-006
489	300.	3700.	0.	6.3108e-006
490	700.	3700.	0.	1.5432e-005
491	700.	300.	0.	5.3564e-004
492	300.	300.	0.	2.9998e-004
493	500.	3800.	0.	3.5341e-006
494	300.	3800.	0.	7.764e-006
495	800.	3700.	0.	2.1632e-005
496	600.	3800.	0.	1.9723e-006
497	700.	3800.	0.	5.3429e-006
498	800.	3600.	0.	3.3885e-005
499	800.	3500.	0.	4.7242e-005
500	800.	3400.	0.	6.1707e-005
501	800.	3300.	0.	7.7222e-005
502	800.	3200.	0.	9.3582e-005
503	800.	3100.	0.	1.1051e-004
504	800.	2900.	0.	1.4483e-004
505	800.	2800.	0.	1.6167e-004
506	800.	2700.	0.	1.78e-004
507	800.	2600.	0.	1.9364e-004
508	800.	2500.	0.	2.0849e-004
509	800.	2300.	0.	2.3556e-004
510	800.	2200.	0.	2.4778e-004
511	800.	2100.	0.	2.592e-004
512	800.	2000.	0.	2.6991e-004
513	800.	1900.	0.	2.8008e-004
514	800.	1700.	0.	2.996e-004
515	800.	1600.	0.	3.0953e-004
516	800.	1500.	0.	3.2004e-004
517	800.	1400.	0.	3.3158e-004
518	800.	1300.	0.	3.4465e-004
519	800.	1100.	0.	3.7748e-004
520	800.	1000.	0.	3.9831e-004
521	800.	900.	0.	4.227e-004
522	800.	800.	0.	4.5096e-004
523	800.	700.	0.	4.8323e-004
524	800.	600.	0.	5.1926e-004
525	800.	500.	0.	5.5823e-004
526	700.	200.	0.	5.1801e-004
527	800.	300.	0.	6.3084e-004
528	600.	200.	0.	4.4251e-004
529	500.	200.	0.	3.8292e-004
530	200.	300.	0.	2.5277e-004
531	400.	200.	0.	3.3121e-004
532	300.	200.	0.	2.8231e-004
533	200.	500.	0.	2.8272e-004
534	200.	700.	0.	2.9307e-004
535	200.	900.	0.	2.9126e-004
536	200.	1000.	0.	2.8698e-004
537	200.	1100.	0.	2.8074e-004
538	200.	1200.	0.	2.7273e-004
539	200.	1300.	0.	2.6311e-004
540	200.	1500.	0.	2.3982e-004
541	200.	1700.	0.	2.1253e-004
542	200.	1800.	0.	1.9792e-004
543	200.	1900.	0.	1.8293e-004
544	200.	2000.	0.	1.6775e-004
545	200.	2100.	0.	1.5255e-004
546	200.	2200.	0.	1.3748e-004
547	200.	2300.	0.	1.2268e-004
548	200.	2400.	0.	1.0829e-004
549	200.	2500.	0.	9.4396e-005
550	200.	2700.	0.	6.8501e-005
551	200.	2900.	0.	4.5577e-005
552	200.	3000.	0.	3.5357e-005
553	200.	3100.	0.	2.6023e-005
554	200.	3300.	0.	1.0255e-005
555	200.	3500.	0.	2.5077e-006
556	200.	3700.	0.	7.5645e-006
557	200.	3800.	0.	7.6998e-006
558	800.	3800.	0.	9.8271e-006
559	800.	200.	0.	6.2728e-004
560	200.	200.	0.	2.3117e-004
561	200.	3900.	0.	6.0659e-006
562	300.	3900.	0.	7.4034e-006
563	400.	3900.	0.	7.9466e-006
564	500.	3900.	0.	7.9627e-006
565	600.	3900.	0.	7.5185e-006
566	700.	3900.	0.	6.6304e-006
567	800.	3900.	0.	5.5026e-006
568	900.	3900.	0.	4.9882e-006
569	900.	3800.	0.	1.5659e-005
570	900.	3700.	0.	2.9829e-005
571	900.	3600.	0.	4.4417e-005
572	900.	3500.	0.	5.9648e-005
573	900.	3400.	0.	7.5661e-005
574	900.	3300.	0.	9.242e-005
575	900.	3200.	0.	1.0976e-004
576	900.	3100.	0.	1.2743e-004
577	900.	2900.	0.	1.6267e-004
578	900.	2800.	0.	1.7973e-004
579	900.	2700.	0.	1.9614e-004
580	900.	2600.	0.	2.1175e-004
581	900.	2500.	0.	2.2646e-004
582	900.	2400.	0.	2.4023e-004
583	900.	2300.	0.	2.5305e-004
584	900.	2200.	0.	2.6496e-004
585	900.	2100.	0.	2.7604e-004
586	900.	2000.	0.	2.8642e-004
587	900.	1900.	0.	2.9626e-004
588	900.	1700.	0.	3.1529e-004
589	900.	1600.	0.	3.2505e-004
590	900.	1500.	0.	3.3548e-004
591	900.	1400.	0.	3.4699e-004
592	900.	1300.	0.	3.6008e-004
593	900.	1200.	0.	3.7527e-004
594	900.	1100.	0.	3.9311e-004
595	900.	1000.	0.	4.1413e-004
596	900.	900.	0.	4.3891e-004
597	900.	800.	0.	4.68e-004
598	900.	700.	0.	5.0207e-004
599	900.	600.	0.	5.4202e-004
600	900.	500.	0.	5.8911e-004
601	900.	400.	0.	6.4648e-004
602	900.	300.	0.	7.1086e-004
603	900.	200.	0.	8.2038e-004
604	900.	100.	0.	8.8424e-004
605	800.	100.	0.	6.3353e-004
606	700.	100.	0.	5.1306e-004
607	600.	100.	0.	4.3228e-004
608	500.	100.	0.	3.7042e-004
609	400.	100.	0.	3.175e-004
610	300.	100.	0.	2.6728e-004
611	200.	100.	0.	2.1427e-004
612	100.	100.	0.	1.5465e-004
613	100.	200.	0.	1.7314e-004
614	100.	300.	0.	1.9684e-004
615	100.	500.	0.	2.4045e-004
616	100.	700.	0.	2.7076e-004
617	100.	800.	0.	2.7961e-004
618	100.	900.	0.	2.8415e-004
619	100.	1000.	0.	2.8459e-004
620	100.	1100.	0.	2.8128e-004
621	100.	1200.	0.	2.7466e-004
622	100.	1300.	0.	2.6522e-004
623	100.	1400.	0.	2.5344e-004
624	100.	1500.	0.	2.3977e-004
625	100.	1600.	0.	2.2463e-004
626	100.	1700.	0.	2.0842e-004
627	100.	1800.	0.	1.9146e-004
628	100.	1900.	0.	1.7406e-004
629	100.	2000.	0.	1.5652e-004
630	100.	2100.	0.	1.3906e-004
631	100.	2200.	0.	1.2193e-004
632	100.	2300.	0.	1.0534e-004
633	100.	2400.	0.	8.9466e-005
634	100.	2500.	0.	7.4501e-005
635	100.	2600.	0.	6.0603e-005
636	100.	2700.	0.	4.792e-005
637	100.	2800.	0.	3.6584e-005
638	100.	2900.	0.	2.6714e-005
639	100.	3000.	0.	1.8427e-005
640	100.	3100.	0.	1.1886e-005
641	100.	3200.	0.	7.4409e-006
642	100.	3300.	0.	5.6829e-006
643	100.	3400.	0.	6.104e-006
644	100.	3500.	0.	6.9895e-006
645	100.	3600.	0.	7.4725e-006
646	100.	3700.	0.	7.2547e-006
647	100.	3800.	0.	6.0504e-006
648	100.	3900.	0.	3.5045e-006
649	800.	1800.	0.	2.8989e-004
650	800.	3000.	0.	1.2769e-004
651	200.	1600.	0.	2.2657e-004
652	200.	2800.	0.	5.6639e-005
653	300.	600.	0.	3.2618e-004
654	800.	1200.	0.	3.5976e-004
655	800.	2400.	0.	2.2247e-004
656	200.	1400.	0.	2.5207e-004
657	200.	2600.	0.	8.1108e-005
658	200.	3200.	0.	1.7626e-005
659	200.	3400.	0.	4.6057e-006
660	600.	1000.	0.	3.5694e-004
661	100.	400.	0.	2.1993e-004
662	400.	500.	0.	3.6902e-004
663	400.	1200.	0.	2.9021e-004
664	200.	800.	0.	2.9339e-004
665	200.	600.	0.	2.8978e-004
666	300.	1600.	0.	2.342e-004
667	300.	2800.	0.	7.5212e-005
668	400.	3400.	0.	1.994e-005
669	300.	800.	0.	3.1521e-004
670	200.	400.	0.	2.7084e-004
671	800.	400.	0.	5.9751e-004
672	300.	3200.	0.	2.8594e-005
673	700.	3200.	0.	7.8516e-005
674	300.	2000.	0.	1.8266e-004
675	700.	2000.	0.	2.5267e-004
676	100.	600.	0.	2.5761e-004
677	500.	1400.	0.	2.8176e-004
678	500.	2000.	0.	2.1708e-004
679	500.	2600.	0.	1.3919e-004
680	500.	3200.	0.	5.1696e-005
681	400.	2800.	0.	9.277e-005
682	400.	1600.	0.	2.459e-004
683	400.	3800.	0.	6.2712e-006
684	900.	1800.	0.	3.058e-004
685	900.	3000.	0.	1.4515e-004
686	400.	600.	0.	3.6445e-004
687	600.	3700.	0.	1.0026e-005
688	300.	2600.	0.	1.0123e-004
689	200.	3600.	0.	5.5988e-006
690	300.	400.	0.	3.1786e-004
691	400.	3200.	0.	3.98e-005
692	400.	2600.	0.	1.2053e-004
693	600.	2600.	0.	1.5747e-004
694	400.	1400.	0.	2.6781e-004
695	600.	1400.	0.	2.9787e-004
